workbook,complex,very_complex,exceptionally_complex,formula_cells,total,mean,max,p10,p50,p90
3.357836.M1DCU1EP5YHNN1Y3KUQHBDGXX0H2F0EPA.1.xlsm,832,556,1548,8,6044,2.207,9.100,0.200,0.700,5.900
3.1177559.DJL1Q1D5IM1YTXOEIGAYG3GGIVQJI1NPB.1.xlsx,37,0,0,57,821,0.612,2.200,0.600,0.600,0.600
3.99034.OV5SJN4JWFC1XMKEQ0VVUK5X2AE3UIMZB.1.xlsx,38,0,0,0,196,0.735,1.000,0.600,0.600,1.000
3.448437.HID22G2YH0NUBJLFRF1X11FZV1B4V5XJB.1.xlsx,94,0,0,0,1995,0.609,2.600,0.300,0.600,0.900
3.1165496.OSEI1ISACBKCUY4ABCQQJ2W3A4VOWA0DB.1.xlsx,180,0,0,0,2790,0.675,2.400,0.400,0.600,0.700
3.656661.LW2NCT3SYTKVYNKSAY4THODLD1YHDLMBA.1.xlsx,154,207,621,182,1231,4.504,10.100,0.500,5.100,7.900
3.774022.BHABWNGVMSEEIPNUL1XFBTCT2WYBSIGIB.1.xlsx,65,0,0,56,339,0.743,2.300,0.500,0.500,1.300
3.317343.I4ELFT2JQHI5MLUNC15DYLOKDARFOBKZB.7.xlsx,11361,4115,0,6,23590,1.871,4.500,0.500,1.100,4.500
3.420849.MTCC5P4YHT4EQUXKYFIIN3RU22OZRDRZA.1.xlsx,9,0,0,0,846,0.516,2.000,0.400,0.600,0.600
3.351484.E1CDGHNESS0SFLNWEXJ2252M0HWJFSJLB.5.xlsx,156,4,0,103,377,0.773,4.700,0.300,0.600,1.300
3.207821.KAHT1HXIPBTZPLUVMXBC3SOOGBVHTXFTB.1.xlsx,69,811,217,0,2139,2.753,5.500,0.500,2.900,5.400
3.772521.GUPGNJ55GP2YRDFPB0QL3WGM245YILMTB.10.xlsx,0,0,0,191,164,0.200,0.200,0.200,0.200,0.200
3.1038120.JAEQXA0GYUJMGWT12RNBQCX4EGDXSF1RA.1.xlsx,35,0,0,26,159,1.106,2.900,0.600,0.600,2.900
3.545566.D4Z4H2MUFHBICMFHU1KWCAKC1I4HI1S0A.2.xlsx,20,0,0,14,150,0.685,2.200,0.300,0.500,2.200
3.468333.IIHZMHZIDHR0N5Q2VYG1ZQBF20Z5BT0JA.2.xlsm,27336,0,0,0,27358,2.698,2.700,2.700,2.700,2.700
3.446717.CJK4O111SYFQSJ4PCCYGS2YYZTTOQK2TA.1.xlsx,68,0,110,0,6910,0.523,9.300,0.200,0.500,0.500
3.552430.DSHYOVCPEN0UCU0MLEFWEATYWFS3EQDIB.1.xlsx,0,0,0,102604,0,0,0,0,0,0
3.439944.OUKGPV2HKYL2K20MM1X2LEIIMZT0AUOGB.1.xlsx,94,0,0,0,2003,0.608,2.600,0.300,0.600,0.900
3.884340.DSNSLS5ZFYK1MDCJIQL2HM2NBDSYLAHZB.1.xlsm,27188,0,0,0,27210,2.698,2.700,2.700,2.700,2.700
3.32246.IKZXYW0UKYKD4UEW3HLLNRDTK12EOOEJB.1.xlsx,13029,8567,0,0,21684,3.182,4.300,2.400,2.500,4.300
3.601427.MB143ZLXLCDIXRIJVNXL31RZPQUAPIRMB.1.xlsx,352,0,0,16,5575,0.572,2.800,0.300,0.500,0.800
3.1009443.MNJBJKSSX32B3XIZJJPFQGAFDKESHQ1JA.1.xlsx,35,0,0,26,159,1.106,2.900,0.600,0.600,2.900
3.666742.NO1YMJPK55NGSFXTLK3P2RBK54BDYMBZA.1.xlsx,1835,67,5,2,6045,0.913,5.600,0.400,0.600,1.500
3.198277.NJTFY3J4W2T3GDYNEMZLLESN1UJTN0VHA.1.xlsx,9240,9252,0,2448,21572,2.086,3.100,0.800,2.000,3.100
3.819971.M2SQEMIBQMRZ4COII4W0LIWXJGQVQGISB.1.xlsx,921,22,47,0,4307,0.889,10.100,0.300,0.600,1.800
3.339666.HTGCBFKPJESBSLTX4GHE4IMPTYKXKAZOA.1.xlsx,0,0,294,892,294,12.100,12.100,12.100,12.100,12.100
3.331948.HURTZVP1LD5LFWDGZBU5KWQ1R1EB0AVXB.39.xlsx,2,122,112,0,486,2.494,6.000,0.100,0.800,6.000
3.721108.FUPYHFLQQZWJMFNNSIEQWGSU1STX5TBGB.1.xlsx,385,103,0,0,16034,0.627,4.900,0.300,0.600,0.600
3.908492.BV51IJIHC0MHMSHDQB2QZNR4LDDGODP4B.2.xlsx,18,309,150,0,1404,1.944,5.000,0.300,0.500,5.000
3.921074.IS3T4HCT314XLUIYWDTP3UUHYSMSUQ23A.1.xlsx,1900,0,0,0,1900,2.200,2.200,2.200,2.200,2.200
3.463427.EZYX5AZHOYYE0DDR11V2ZOXIR0D1CWSMA.1.xlsm,10848,0,0,0,10870,2.695,2.700,2.700,2.700,2.700
3.149800.L4DEQPS50HCHYDKIHJDDT3F40QASKJYEB.1.xlsx,731,0,0,155,5483,0.527,2.200,0.200,0.200,2.200
masters04.xlsm,114,0,154,0,362,6.040,12.200,0.200,2.500,12.200
3.914653.FE1EVAPWUTZHY3IA2SL3H3JOVXEXFGBLB.1.xlsx,1,0,0,0,397,0.556,2.200,0.500,0.500,0.700
3.774033.K2LUW0DXDJXPTPBVQYRSLCALR40LDH1QA.19.xlsx,0,0,0,198,165,0.201,0.300,0.200,0.200,0.200
3.275043.AOSEPPWPRUA3DAE1YOFERUN4STBW352DB.1.xlsx,819,0,0,0,1047,2.030,2.700,0.500,2.500,2.500
Appendix2_model.xlsx,372,31,1,0,1485,1.007,7.900,0.200,0.500,2.700
3.208563.MFN3MXUTUOVPN5JFUNO2OXB0KST2FCY2A.2.xlsx,16,69,69,0,339,1.928,7.300,0.200,0.200,5.000
3.862785.CTCC0FFMATCBLP0W1JBPKDD4JPEFMSIDA.1.xlsx,0,0,0,0,1505,0.520,0.600,0.500,0.500,0.600
3.361522.PQ01NMXY45ME3NDW1NK00YUNM20LT5V4B.2.xlsx,28,0,91,53,1384,0.837,5.300,0.200,0.600,0.600
3.774033.K2LUW0DXDJXPTPBVQYRSLCALR40LDH1QA.34.xlsx,0,0,0,191,167,0.202,0.300,0.200,0.200,0.200
3.461735.BS1S2WCZMTUY444BLP525T3AKOLGB2IEA.1.xlsm,15624,0,0,0,15646,2.696,2.700,2.700,2.700,2.700
3.398792.P4CWF3B1ST5ADDRHFGV52VXJO2GJOXFEB.1.xlsm,38592,0,0,0,38614,2.699,2.700,2.700,2.700,2.700
3.993239.NG4XMYQB5NTXNQTCMSG2TZ4N4WJ1KH2VB.1.xlsx,35,0,0,26,159,1.106,2.900,0.600,0.600,2.900
3.721087.OMZLDBA3QTN542ZIQKUGXM22R4V2WRPJA.1.xlsx,385,103,0,0,16030,0.623,4.900,0.300,0.600,0.600
3.421701.BYCVLXT1C3BPCGXJ4QXHSBOZTUH2KD5DA.1.xlsx,5,0,0,0,470,0.516,2.000,0.400,0.600,0.600
3.1131518.GNPPEHWU34OTH0CK5ZZSKPJ0223CKBKBA.1.xlsx,9,0,0,0,100,0.653,2.200,0.500,0.500,0.500
bil101e_yoklama_listesi.xlsx,421,0,99,0,2654,1.153,20.500,0.200,0.200,2.200
3.351484.E1CDGHNESS0SFLNWEXJ2252M0HWJFSJLB.41.xlsx,2,119,116,0,487,2.498,6.000,0.100,0.800,6.000
Appendix%201%20RFTFra#A7EB2.xlsx,212,0,0,0,212,2.380,2.600,2.200,2.400,2.600
3.475471.AUAR1BKKWGZHEYRNXZ1LBR2NPCIABZYOA.1.xlsm,3994,0,0,70,3994,2.200,2.200,2.200,2.200,2.200
3.104600.GJREWWBQ55WPBMI5SU0EOXUUJSFCXBYGA.1.xlsx,46,164,12,0,529,1.899,6.200,0.300,0.900,3.900
3.121023.LTKAIDFRS1TMTMPQ4M31XYR0FFQESVFSA.2.xlsx,79,20,4,0,412,0.992,10.100,0.200,0.500,2.500
3.856020.DTYE23TGBYHZWR2E3XTZ31HSDUMTFJHYA.1.xlsx,27512,0,0,2,27674,2.290,2.300,2.300,2.300,2.300
3.314508.E21AKW0JOSJ0HNPCE3SSELTLCRBT4YLIB.3.xlsx,120,10586,0,0,11110,3.695,4.300,3.300,4.300,4.300
3.430795.KGTA4HJD351OEKR0RANT1HX4KJGMBXH3B.1.xlsx,1319,0,0,0,2555,1.557,2.500,0.600,2.200,2.500
3.217435.MARSPWWPMO0NB1GGD5RMVQHBZQ4FUFOVA.2.xlsm,324,26,724,42,1304,11.526,39.800,0.500,6.400,39.800
3.817942.MH2SHLWFR413RZEGTLR0B0U4EPU2JXE4A.1.xlsm,344,0,30,27,13268,0.566,5.400,0.500,0.500,0.500
3.415431.PG4DSKUHZY54HPCXP5QASJSDYFGKSPJXB.1.xlsm,42055,0,12149,3088,54690,3.544,13.500,1.400,2.200,9.600
3.462389.BB0FILNG1LBPNJQDYCCJQ3MQAUOYL153A.1.xlsx,564,0,0,1352,678,1.149,2.200,0.500,1.100,2.200
3.496228.BT2YZPFM4TXQ11S0DCQQRIGJZWSXOJVKB.2.xlsx,65,16,12,0,300,1.239,9.600,0.300,0.500,2.200
3.421550.F1JIZIXA0EBQHA4ITTLQ151IH5BW5GN2A.1.xlsx,104,1,0,312,973,0.537,3.800,0.300,0.300,2.200
3.463440.NSAKBEDLQO2MPQF0GWU0XDEBIGU4AQJXB.1.xlsm,27156,0,0,0,27178,2.698,2.700,2.700,2.700,2.700
3.763705.GZU3B1UHVNUCG04X2RMATYYUROHC552DA.1.xlsx,66,0,0,3,544,0.588,2.200,0.200,0.500,1.200
3.615612.APJ1EMYVLYQAOHHW2ZE5JAM1BBYVCFQZB.1.xlsx,712,6,0,0,1817,1.232,4.400,0.200,0.500,2.500
3.1163284.ONACXMIQ3I0BBK4Q3HWVZAT1IU5B3F3UA.1.xlsm,83,31,412,6,9527,0.829,12.500,0.200,0.500,0.500
3.9528.NT4XF5XHH4MGDBN5CLZ31ECJT0TS1KFTB.1.xlsx,1354,0,1752,100,3492,6.242,15.800,0.600,9.800,9.800
3.113238.G10NVWQCUV4AFU2BL0R2BU51HWLZRQGEB.1.xlsx,0,0,0,55,220,0.425,0.500,0.200,0.500,0.500
3.192465.HSI5XGRIQ2QXMPFUD1ZZDJNBA1XNSNSSA.1.xlsx,35,0,0,26,159,1.106,2.900,0.600,0.600,2.900
paj_components.xlsm,150,22,0,7,186,2.402,4.400,2.200,2.400,3.200
3.216127.NRPR5A1UXPF0TLGTV1LMAZ15NKYPOCTNA.1.xlsx,235,6,2,24,624,0.938,5.700,0.200,0.500,2.200
3.234419.ESSISAYKEBALUOZIKZUIZY0K2NACTZ3KA.1.xlsx,3368,0,0,0,3422,2.365,2.400,2.400,2.400,2.400
3.31939.A5CFOTONFMDMZUWB45EKTL3OHPNXRRZUA.1.xlsx,13029,8567,0,0,21684,3.182,4.300,2.400,2.500,4.300
3.543874.ABOLTZCZ0EOO0V54CQWFSHHEVR41QIARB.1.xlsx,68,0,0,0,183,1.076,2.400,0.100,0.600,2.200
3.126252.F5VPMHS0NWEWW1MS5WC5R3II3MUYJZKLA.1.xlsx,1,2175,81,1353,4594,2.766,5.300,0.900,0.900,4.700
3.445849.IDMJHHKIVWY1BTDHRDY3VZWKBSRQK1OOB.1.xlsx,94,0,0,0,1995,0.609,2.600,0.300,0.600,0.900
3.1221700.FQ0IL1EE5WPA0SHRVCL1SPHUNRMGY32SB.1.xlsx,92,0,20,0,353,1.362,10.200,0.200,0.600,2.800
3.615612.APJ1EMYVLYQAOHHW2ZE5JAM1BBYVCFQZB.2.xlsx,1511,6,0,0,3816,1.236,4.400,0.200,0.500,2.500
3.310790.EV3E3G25EGX5ILBKYGKED4E4KFITPGPMA.1.xlsx,431,0,0,431,2556,0.737,2.200,0.400,0.400,2.200
3.892434.DHHMNP1R0GDS1QDZW04Q0XPB3QPMUXMUA.1.xlsm,696,0,0,0,718,2.623,2.700,2.700,2.700,2.700
3.319766.JOEVXTU5FRIMDZVJ1PBBZ1JT1LS5E0VEB.3.xlsm,163,0,0,28,4607,0.529,2.800,0.500,0.500,0.500
3.31138.LZDCU2RSMUQYHMV54JQNSRY2UU4YIOC3A.1.xlsx,0,0,0,0,415,0.500,0.500,0.500,0.500,0.500
3.862848.MGNNMF3J5IAACKENO5PSF4AZ5TXDMZRCB.1.xlsx,12897,1,19,0,15775,1.376,6.000,0.500,1.200,2.200
3.53738.LBTNSDZL33NNMS3QVNBBUMGZLQLKMVCXB.1.xlsx,98,0,0,59,198,1.333,2.600,0.500,0.500,2.200
3.1165495.IHMVE1UZS5WAPOLPOWGIND0BCYU5MOWOB.1.xlsx,180,0,0,0,2790,0.675,2.400,0.400,0.600,0.700
2003-4%20budget.xlsx,87,15,0,3,492,0.914,4.700,0.500,0.500,2.200
3.41174.L2ZDGOD4BLSYVNX2D3FSHCY1PDKDSZT1B.1.xlsx,9,0,0,0,100,0.653,2.200,0.500,0.500,0.500
3.871565.MNYECN2NSSXUOR1RNQ0VO2JDNJPAZBUUB.2.xlsx,3366,0,0,0,3420,2.365,2.400,2.400,2.400,2.400
3.446845.KEL5KMG5144FZAVW4PDXXNEVF44JMJUQB.1.xlsx,362,118,0,2,1890,0.976,4.200,0.300,0.600,2.700
3.545380.K3WMS5PUOJQGBQTZACTOFSTAACQE0JHIB.1.xlsx,51,24,231,0,306,13.660,44.000,2.800,8.400,44.000
3.349724.E1VQHZ2LH31D3LS2HLSVXRKLD3BAVYE1A.1.xlsx,0,0,10784,7529,10954,5.127,5.200,5.200,5.200,5.200
3.1131961.LCDBKUVN0QTF2C3YKZVQFPBSB0SE3AR5A.1.xlsx,10,0,0,0,107,0.659,2.200,0.500,0.500,0.500
3.459176.BFZUBUD2VQ2QV53IILETB2COSUAA3YJCB.1.xlsm,5424,0,0,0,5446,2.690,2.700,2.700,2.700,2.700
metal%20prices.xlsx,0,0,0,0,1748,0.572,0.700,0.600,0.600,0.600
3.73474.MS01RP3HLFSTDMH0C4US05ZQVC1PODIEB.1.xlsx,46,164,12,0,529,1.899,6.200,0.300,0.900,3.900
3.1138243.PBVEBXYUDKUIOFFCB1HFBXJLH4TUUDZGB.1.xlsx,6481,1214,1722,173,50442,0.896,15.100,0.300,0.300,2.400
3.303347.FV1SM0RH5KWMNFXOUVDGHHN5315QVP1IB.1.xlsm,60,0,0,0,482,0.721,2.200,0.100,0.600,2.200
3.988456.JKME2VRJU0NTEYXXEHMEM13WS0CDWN12A.1.xlsx,35,0,0,26,159,1.106,2.900,0.600,0.600,2.900
3.381659.JKPCYXSF3RKWGDWWVLSCBO3NL1CIKEB4B.1.xlsx,1712,228,0,704,3585,1.622,4.400,0.500,2.200,2.800
CHOFAS.xlsx,1674,0,952,0,2626,4.131,12.100,2.200,2.400,6.200
3.446906.PSAKXIH5ZZIOGGEQYZ2Y5ZBRQ1C1TFYAA.1.xlsx,364,118,0,7,2009,0.947,4.200,0.300,0.600,2.700
3.398405.OZE2W0UEZZFQ124JD5HK3JKEXT2QPJZAA.5.xlsx,61,0,0,0,528,0.709,2.700,0.400,0.500,2.200
3.212546.I3R5B3BQNEWMJMVX2ZKX3LAG2Z32KMCGB.2.xlsm,197,5,0,20,823,0.903,3.900,0.200,0.600,2.200
3.1005187.MKJHMSHLEDSBPQTOMDKIDABDJJLDFLMGB.1.xlsx,1,0,0,0,397,0.556,2.200,0.500,0.500,0.700
3.460100.PYD0HDXZUM00N2MEETEWIGDL1A15K2QDA.1.xlsm,38592,0,0,0,38614,2.699,2.700,2.700,2.700,2.700
3.772521.GUPGNJ55GP2YRDFPB0QL3WGM245YILMTB.25.xlsx,0,0,0,199,165,0.201,0.300,0.200,0.200,0.200
3.97065.OTYHZAKP1ASB2PUV0XYADZENJUQPIRMRA.1.xlsx,69,0,0,5,208,1.025,2.400,0.200,0.500,2.200
3.308439.L4TDLSKPSLVPTAG4Z1R1LC3MEWTHDNPQA.1.xlsx,109,0,0,16,253,1.232,2.200,0.500,0.500,2.200
3.415400.OMW2KI4KULJCUI1HKZOSKEH4MT4HSSPAA.1.xlsx,565,0,0,0,3798,0.723,2.400,0.200,0.500,2.400
3.1015353.GVK0I2KYEN1O01CFBAFRWZQ03MSPUFXLB.1.xlsx,35,0,0,26,159,1.106,2.900,0.600,0.600,2.900
3.1159456.GDT4L1N1NJAXHFX0ROLFY435SGKLV3XHB.1.xlsx,180,0,0,0,2790,0.675,2.400,0.400,0.600,0.700
3.1195801.IJ0P15I5WDNSKHK5LIE1N3CQRLKLHDM5B.1.xlsx,0,0,0,437,1817,0.623,0.800,0.500,0.500,0.800
3.666741.KDHQBYNTJ01KAXVZ0WJQ5HLV34HW3DJIA.1.xlsx,1835,67,5,2,6045,0.913,5.600,0.400,0.600,1.500
3.139800.HYMTG100YPHCI3ZDHW2F1VSMSWB4AG1PA.4.xlsx,0,747,0,0,747,3.479,3.500,3.400,3.500,3.500
3.734916.JNAOCTDADHZAKZEEHXYZ0WHPYEJCG3NUA.1.xlsm,1951,816,2456,1510,15893,2.434,16.100,0.200,0.500,11.200
3.720266.AJ24IMFJNHHGFFVGZ5AOJLFX1FOPKBBCB.1.xlsx,496,0,0,158,890,1.415,2.500,0.500,2.200,2.200
FB57.xlsx,928,0,0,28,4170,0.924,2.200,0.600,0.600,2.000
1999%20PWR%20Effluent-DRAFT.xlsx,0,0,0,0,1439,0.358,0.800,0.200,0.300,0.500
3.680515.GXAQE01DVDS1DLEZZK332I4SKGWM5J2AB.1.xlsx,4,0,0,1,228,0.333,2.200,0.300,0.300,0.300
3.622765.HL3FCWV2TSZCGPKB00QMXIEK30NPNBNZB.1.xlsx,484,0,0,0,969,1.311,2.200,0.200,0.900,2.200
3.32383.C234IO0GXNDBR1K0JCVMCER1QQORAONAB.1.xlsx,13029,8567,0,0,21684,3.182,4.300,2.400,2.500,4.300
3.32609.CBC32SACHNXEZI01AD0XTDDJGGVDLBIWB.1.xlsx,15,0,0,0,1294,0.454,2.200,0.200,0.500,0.500
3.366511.MPGUVYWUZGWDN14TKLEBVKWL4IIEUR4TB.1.xlsx,171,133,0,0,457,2.291,4.300,0.200,2.500,4.300
3.933861.GF3QBNVMIFVGMW2NK210XL3AYW0XES0UA.1.xlsx,1900,0,0,0,1900,2.200,2.200,2.200,2.200,2.200
fy99time.xlsm,296,7,0,0,303,2.482,3.000,2.300,2.600,2.600
PAYSCALES.xlsx,3,0,0,0,336,0.339,1.000,0.300,0.300,0.400
3.647597.LNWPDF02VP5GADAFSTWYI4NQUS1ZMN3YB.1.xlsx,1319,0,0,0,2555,1.557,2.500,0.600,2.200,2.500
3.213493.FP3YEJD54FLVMS2JHMQTHPXXFDDIW2OQA.1.xlsm,867,1970,1158,0,5666,3.404,17.700,0.200,3.000,8.500
3.66157.MVSGLGEFCBBABTDOK2EK2Z2WXW0MBQBLA.1.xlsx,98,0,0,6,549,0.778,2.200,0.200,0.500,2.200
3.422633.KOYY0D5HMWMTYCG2I4C0JFHDIVBTMI0HB.1.xlsx,17,0,0,0,1598,0.516,2.000,0.400,0.600,0.600
3.314215.FUGRHNNMGIOKRRBKPNIBW1HWNHW1B5TIB.6.xlsx,9707,3984,0,0,21538,1.831,4.500,0.500,1.100,4.500
3.208563.MFN3MXUTUOVPN5JFUNO2OXB0KST2FCY2A.1.xlsx,16,69,69,0,339,1.928,7.300,0.200,0.200,5.000
3.630003.HTWUXBYTQCPPHMROZN4NR3LZQXMPGDW3A.1.xlsx,484,0,0,0,969,1.311,2.200,0.200,0.900,2.200
3.189138.OPZBZTTUXXYPMLCV2D3TWMZSLGVHZFKFB.1.xlsm,159,75,421,0,2540,1.439,10.300,0.300,0.300,5.500
3.863592.AR1VTWXTJWKNGJEZKQXJEU11SFFYBTPKA.1.xlsx,908,0,432,0,3186,2.292,10.200,0.200,0.500,10.200
3.948669.DQT053CHVYM2O3GWWXLUQBDA1AI0WFM2A.1.xlsx,35,0,0,26,159,1.106,2.900,0.600,0.600,2.900
3.1190170.FFWJT35EOXBB1DFBOCPHE5AVTTZAZ4AIB.2.xlsx,0,0,0,188,167,0.202,0.300,0.200,0.200,0.200
3.254245.IRUIVDZMSL4H3BZRKGUX44AL5GLD0O2IB.1.xlsm,15624,0,0,0,15646,2.696,2.700,2.700,2.700,2.700
3.484309.PH3NR3ROCLU4FLXJNR4MQPXNSJ1ZQ3DBB.1.xlsx,2,0,0,235,278,0.393,2.000,0.200,0.500,0.500
3.113472.AJ4CN4BWOU1G5JDJZTC0YVK2E10XZCJVB.1.xlsx,10041,0,0,24495,10049,2.198,2.200,2.200,2.200,2.200
3.57668.JCG5DORTU5CILDZ11BKRMBIMJ5X0MAX0A.1.xlsx,245,15,55,10,2220,0.860,11.800,0.300,0.600,1.300
3.254240.FIVSNE2MST5PBROTOZXKELP51D21TYAFA.1.xlsm,26640,0,0,0,26662,2.698,2.700,2.700,2.700,2.700
3.1197282.EJUIZKG51GCGRBANIJKIDLQPPM3LKVBFA.1.xlsm,106,69,38148,2,39130,9.045,9.800,7.400,9.800,9.800
3.446966.IH2TOMBNWSGQZFZHOCDNI51XXUCFQUVLB.1.xlsx,113,0,0,0,2467,0.609,2.600,0.300,0.600,0.900
3.50316.CD5G5YULQDSX1CXOB43WOFZPS2XGOOM2A.1.xlsx,98,0,0,59,198,1.333,2.600,0.500,0.500,2.200
3.1170998.G5AYUNXW5AXBUTIVQWHBUNRWY5H3ZHG4B.1.xlsx,2163,27,14,53,4621,1.417,10.500,0.200,0.900,2.800
3.553000.KY3LASRP4EQBUFQMIIDH2KQG2AGQUYZXA.1.xlsm,34,0,0,254062,34,2.200,2.200,2.200,2.200,2.200
3.470003.P0NPV1EH0NZJEQCLNXLTC4YLV2MSYIWRA.1.xlsm,26640,0,0,0,26662,2.698,2.700,2.700,2.700,2.700
3.194165.GW51J0EYFG0UVMV3YD50BDADV52HJYXEB.2.xlsx,1576,0,0,0,1576,2.200,2.200,2.200,2.200,2.200
3.61504.CICGK2GHASKJFVEZY1M4Z41CS2CGPL5GA.1.xlsx,10041,0,0,24495,10049,2.198,2.200,2.200,2.200,2.200
3.775172.MQFYXDYUQOPWV54KAV4S3ULI1HQH0UTCA.1.xlsx,236,0,0,0,5382,0.426,2.000,0.200,0.200,0.800
3.461556.HUBYJKPTV5FNRWTHDQU4RHUMJYUWEQERB.1.xlsm,5424,0,0,0,5446,2.690,2.700,2.700,2.700,2.700
3.365669.ANQUIU5FV2MJTDKHQK2WFCAU1I1GJ1OBB.1.xlsm,1964,102,580,10,5775,1.607,9.600,0.300,0.600,5.700
3.656120.BDGI3BJDGKAOM4TZED2I1VSZA3XRRS5VB.3.xlsx,467,0,0,16,1118,1.234,2.600,0.300,0.600,2.300
3.656506.L0USP0I55PT0JLJUFGQ2LDEDXM3GSRQBA.1.xlsx,13641,0,9094,1655,22735,4.580,11.800,1.500,2.800,11.800
3.57606.MXOC5B4Y0GDUPN0YKNYM0Q4BBTNQOJNJA.1.xlsx,237,11,0,26,1251,0.820,4.800,0.300,0.600,2.200
3.415394.JWOP1NMOMSKOBYUNGP1SG3LRYUOAVD0AB.1.xlsm,42703,0,12365,3088,55554,3.547,13.500,1.400,2.200,9.600
3.470787.KBAYOVKFQN0PIDRD3LTV4C2KSYHIONZEB.1.xlsx,0,0,0,177,467,0.300,0.300,0.300,0.300,0.300
3.453671.MHCXNGVFD4EMO1VF0G0MULIK35JDBCPCA.1.xlsx,199,0,0,0,894,0.703,2.800,0.300,0.300,2.200
3.315599.FGR4FU0Z0IMECII0FQPHXTELHCFB2JAYB.2.xlsm,267,0,2367,3,3166,15.064,20.100,0.500,20.100,20.100
3.114751.GNOPRD2JFU31G5FSRKOD5YB5AEESSCPXB.4.xlsx,127,1,4,31,960,0.674,9.100,0.200,0.600,1.400
3.867765.CSK0JOBKJ1DFE1GOHKXPZ3HQA0BW3VRVA.1.xlsx,10,0,0,0,107,0.659,2.200,0.500,0.500,0.500
3.867470.CMAACEMVFJTDTQR24OIT4WGXMIE2KROAB.1.xlsx,82,0,0,0,82,2.200,2.200,2.200,2.200,2.200
analysis.xlsx,180,0,0,0,430,0.915,2.200,0.500,0.500,1.500
3.354730.IMPLWUEX1ECFR0DR3O2QLUPSRYNKGBBNB.1.xlsx,9707,3984,0,0,21538,1.831,4.500,0.500,1.100,4.500
3.896850.HUHSMDK55E2C4GLG02FTG1VZ5OLDIUAJA.1.xlsx,2016,0,263571,0,265587,10.141,10.200,10.200,10.200,10.200
3.354608.C1FFYKWG45WMS24HPH3PY2FX15FCTTKKA.2.xlsm,24131,0,300,22,49458,1.525,10.500,0.500,0.500,2.500
3.435149.BHVEXPJTOWPLQBGON3R1WSP2EE1U0BF1B.2.xlsm,265,3,0,231,940,0.900,4.800,0.200,0.300,2.600
3.446968.EYX3RU5FSTCDFLW0VNOGRCIZOSKCAUQHB.1.xlsx,113,0,0,0,2467,0.609,2.600,0.300,0.600,0.900
3.335646.MAQG320HECMMUV3ZDMWU4NRCP2ZOXYW5A.1.xlsx,199,0,0,0,400,0.698,1.100,0.300,0.500,1.100
3.1144030.GUNXLSMPPQLFI55DQYFOCYDK4T0ETWUAB.1.xlsx,10041,0,0,24495,10049,2.198,2.200,2.200,2.200,2.200
form_481-05-03.xlsm,74,22,9,0,696,0.660,12.600,0.200,0.200,2.200
3.873809.KGX4VQ4XY5LQO2ULE3CUD0CTY1MSAGJNA.1.xlsm,49776,0,0,0,49798,2.699,2.700,2.700,2.700,2.700
3.734290.LWVIKPHIW0CCAELASBLLABHHK55MEFKUA.1.xlsx,899,1,11,1978,14685,0.340,7.100,0.200,0.200,0.900
3.819377.O2Q2CZQGB0QQCKXVMW4B4ONJH2SBYK4RA.1.xlsx,204,0,0,0,204,2.900,2.900,2.900,2.900,2.900
3.116490.CCD3GPUHF0IH531PP2OJA0SP0KTSLXFOB.3.xlsx,253,15,0,0,1706,0.854,3.600,0.500,0.600,2.200
3.1001331.E1AENX1LFN5J5BA1XZWUZHE2BVRCYUAEB.2.xlsx,18,309,150,0,1404,1.944,5.000,0.300,0.500,5.000
3.476525.CWFUHGLGZWYYIZR5JYKWP25ZK1YAPRB3A.1.xlsx,82,0,0,0,82,2.200,2.200,2.200,2.200,2.200
3.351459.JXSAYVNGEYOVOKSMK2UY3XW1EOH5AB3FB.24.xlsx,2,122,112,0,486,2.494,6.000,0.100,0.800,6.000
3.1030677.F0QBNRHDTRJ0I0V2ICWVK1W4HVGAU4J5A.1.xlsx,35,0,0,26,159,1.106,2.900,0.600,0.600,2.900
3.547013.A2JDCYRJYBPW02YPVI3D25WW5AEFV2P5A.1.xlsx,90,0,0,0,225,0.963,2.200,0.600,0.900,1.200
3.418622.HGJ1YHZGARANZAZL2WWZX1IQ1JW5FB53A.2.xlsm,120,96,778,2,1808,3.235,14.700,0.500,2.300,6.200
3.452117.EDXXHSYQUSWXWHSTZNSSJU40FTBX0O2SB.1.xlsx,50,0,0,0,818,0.635,2.600,0.300,0.600,0.900
3.93422.MDBWZB225F5ZAEAVENTA1UEWNDYBCY1TA.1.xlsx,224,11,0,26,1414,0.773,4.800,0.300,0.600,2.200
3.1176635.OCV4XGPRYEIGMXQGZR2SYGQBOCV4UCTHB.1.xlsx,507,1,0,1251,5156,0.504,3.800,0.300,0.300,0.600
3.545572.FBPZF2LL0AJFQTHI1TMC2U1ONF1QEH01A.1.xlsx,51,24,231,0,306,13.660,44.000,2.800,8.400,44.000
3.1191444.EFT3GGINY0KUZ5WNWWOX3UKXQK5BS1F0B.1.xlsm,608,59,59,712,7175,0.629,7.100,0.200,0.500,1.200
3.85559.DP4B24LUHWXYIL1LXATZKR3H12TAFKSVA.4.xlsx,344,0,150,4,3266,0.867,6.200,0.200,0.500,2.400
3.1213965.BXPB0PLQXJFRHF151L3DKV5TK43AVUKOB.1.xlsm,106,69,38148,2,39130,9.045,9.800,7.400,9.800,9.800
